date,departure_date,days_until_departure,fare_class,price,competitor_price,fuel_price_index,capacity,bookings,day_of_week,month,is_weekend,is_holiday
2024-07-14,2024-08-15,32,Business,1371.43,1372.15,78.97,40,25,3,8,0,0
2024-07-21,2024-08-15,25,Economy,438.4,576.42,82.41,180,105,3,8,0,0
2024-07-23,2024-08-15,23,Business,1414.79,1659.7,83.07,40,27,3,8,0,0
2024-08-04,2024-08-15,11,Economy,424.75,326.04,76.61,180,96,3,8,0,0
2024-08-05,2024-08-15,10,Business,1396.49,1323.3,85.49,40,29,3,8,0,0
2024-08-07,2024-08-15,8,Economy,431.86,510.31,77.93,180,104,3,8,0,0
2024-08-09,2024-08-15,6,Economy,498.0,442.83,81.11,180,116,3,8,0,0
2024-08-13,2024-08-15,2,Business,1377.06,1333.65,96.53,40,32,3,8,0,0
2024-03-02,2024-08-16,167,Economy,241.42,195.18,66.93,180,12,4,8,0,0
2024-03-09,2024-08-16,160,Economy,277.72,267.22,94.5,180,20,4,8,0,0
2024-03-13,2024-08-16,156,Economy,286.87,287.96,78.72,180,30,4,8,0,0
2024-03-15,2024-08-16,154,Economy,247.22,283.85,82.43,180,33,4,8,0,0
2024-03-24,2024-08-16,145,Economy,252.07,225.07,81.18,180,39,4,8,0,0
2024-06-08,2024-08-16,69,Economy,424.64,424.94,85.02,180,44,4,8,0,0
2024-06-15,2024-08-16,62,Economy,372.84,386.33,91.47,180,55,4,8,0,0
2024-06-23,2024-08-16,54,Economy,381.24,334.99,96.11,180,64,4,8,0,0
2024-06-25,2024-08-16,52,Economy,405.88,540.34,81.44,180,77,4,8,0,0
2024-07-07,2024-08-16,40,Economy,396.31,422.23,84.69,180,84,4,8,0,0
2024-07-14,2024-08-16,33,Economy,401.63,384.65,74.33,180,96,4,8,0,0
2024-07-28,2024-08-16,19,Economy,431.03,384.84,72.43,180,111,4,8,0,0
2024-02-26,2024-08-17,173,Economy,247.18,253.77,85.44,180,8,5,8,1,0
2024-03-05,2024-08-17,165,Business,881.84,903.33,85.28,40,1,5,8,1,0
2024-03-22,2024-08-17,148,Economy,256.92,217.22,80.22,180,21,5,8,1,0
2024-04-13,2024-08-17,126,Business,900.05,752.01,77.57,40,3,5,8,1,0
2024-04-17,2024-08-17,122,Business,1018.67,1054.83,79.03,40,4,5,8,1,0
2024-04-22,2024-08-17,117,Economy,335.55,340.72,83.98,180,31,5,8,1,0
2024-04-23,2024-08-17,116,Business,1108.8,1249.63,80.93,40,5,5,8,1,0
2024-05-15,2024-08-17,94,Business,1149.9,1274.16,82.06,40,6,5,8,1,0
2024-05-23,2024-08-17,86,Economy,340.67,377.72,81.32,180,42,5,8,1,0
2024-06-01,2024-08-17,77,Business,1116.49,757.31,79.21,40,7,5,8,1,0
2024-06-08,2024-08-17,70,Economy,363.89,387.53,82.75,180,54,5,8,1,0
2024-06-17,2024-08-17,61,Economy,366.95,389.75,84.0,180,67,5,8,1,0
2024-07-10,2024-08-17,38,Economy,438.99,498.19,82.3,180,74,5,8,1,0
2024-07-14,2024-08-17,34,Economy,451.28,412.49,77.82,180,85,5,8,1,0
2024-07-20,2024-08-17,28,Economy,412.7,499.13,84.12,180,95,5,8,1,0
2024-07-24,2024-08-17,24,Economy,411.82,426.15,75.87,180,102,5,8,1,0
2024-07-27,2024-08-17,21,Business,1419.67,1360.13,79.28,40,8,5,8,1,0
2024-07-31,2024-08-17,17,Business,1233.65,947.72,89.55,40,10,5,8,1,0
2024-08-02,2024-08-17,15,Business,1290.09,1258.91,85.74,40,12,5,8,1,0
2024-08-06,2024-08-17,11,Economy,410.69,330.73,88.63,180,108,5,8,1,0
2024-08-10,2024-08-17,7,Business,1552.59,1458.26,96.71,40,15,5,8,1,0
2024-08-10,2024-08-17,7,Economy,443.45,415.65,90.01,180,120,5,8,1,0
2024-08-13,2024-08-17,4,Business,1412.83,1307.76,93.69,40,18,5,8,1,0
2024-08-14,2024-08-17,3,Business,1507.57,1551.86,75.8,40,19,5,8,1,0
2024-02-21,2024-08-18,179,Economy,239.91,189.86,86.89,180,11,6,8,1,0
2024-03-17,2024-08-18,154,Economy,279.68,249.61,82.86,180,25,6,8,1,0
2024-03-18,2024-08-18,153,Economy,250.24,296.93,80.18,180,34,6,8,1,0
2024-04-26,2024-08-18,114,Economy,328.16,294.58,86.26,180,49,6,8,1,0
2024-05-19,2024-08-18,91,Economy,371.6,376.23,67.88,180,59,6,8,1,0
2024-05-24,2024-08-18,86,Economy,363.71,366.79,76.85,180,68,6,8,1,0
2024-07-07,2024-08-18,42,Economy,393.43,490.58,89.46,180,80,6,8,1,0
2024-07-14,2024-08-18,35,Economy,415.96,400.71,78.72,180,97,6,8,1,0
2024-07-21,2024-08-18,28,Economy,411.8,391.7,75.85,180,109,6,8,1,0
2024-08-09,2024-08-18,9,Economy,468.57,451.38,80.65,180,120,6,8,1,0
2024-08-10,2024-08-18,8,Economy,442.1,491.29,83.01,180,134,6,8,1,0
2024-08-17,2024-08-18,1,Economy,426.74,358.15,85.35,180,151,6,8,1,0
2024-03-14,2024-08-19,158,Economy,275.57,285.25,79.99,180,4,0,8,0,0
2024-03-24,2024-08-19,148,Economy,273.03,275.74,89.39,180,9,0,8,0,0
2024-03-28,2024-08-19,144,Economy,300.05,258.96,86.93,180,16,0,8,0,0
2024-04-03,2024-08-19,138,Economy,301.83,197.51,78.92,180,27,0,8,0,0
2024-06-07,2024-08-19,73,Economy,339.71,233.78,78.25,180,32,0,8,0,0
2024-06-10,2024-08-19,70,Economy,401.09,392.46,91.53,180,36,0,8,0,0
2024-06-14,2024-08-19,66,Economy,395.22,428.07,77.22,180,51,0,8,0,0
2024-06-15,2024-08-19,65,Economy,396.32,339.31,82.03,180,58,0,8,0,0
2024-07-02,2024-08-19,48,Economy,424.51,405.25,81.18,180,67,0,8,0,0
2024-07-22,2024-08-19,28,Economy,415.73,400.11,79.07,180,73,0,8,0,0
2024-08-01,2024-08-19,18,Economy,430.49,595.96,79.79,180,79,0,8,0,0
2024-08-03,2024-08-19,16,Economy,423.5,537.07,80.85,180,90,0,8,0,0
2024-02-25,2024-08-20,177,Business,794.99,868.59,87.05,40,1,1,8,0,0
2024-02-27,2024-08-20,175,Business,778.33,704.01,78.7,40,1,1,8,0,0
2024-03-07,2024-08-20,166,Business,889.09,982.27,80.56,40,1,1,8,0,0
2024-03-18,2024-08-20,155,Business,903.5,899.05,88.42,40,6,1,8,0,0
2024-03-21,2024-08-20,152,Business,903.29,862.31,81.33,40,7,1,8,0,0
2024-04-20,2024-08-20,122,Business,949.01,771.91,78.45,40,11,1,8,0,0
2024-04-28,2024-08-20,114,Business,1014.16,1262.65,68.76,40,12,1,8,0,0
2024-05-24,2024-08-20,88,Business,1232.7,925.66,80.58,40,13,1,8,0,0
2024-07-04,2024-08-20,47,Business,1259.87,1417.31,88.71,40,17,1,8,0,0
2024-07-18,2024-08-20,33,Business,1309.82,1521.42,76.61,40,19,1,8,0,0
2024-07-21,2024-08-20,30,Business,1254.33,1215.61,84.19,40,20,1,8,0,0
2024-07-25,2024-08-20,26,Business,1443.85,1163.24,81.48,40,21,1,8,0,0
2024-02-25,2024-08-21,178,Business,811.19,1024.61,82.02,40,2,2,8,0,0
2024-02-27,2024-08-21,176,Economy,281.41,292.77,78.74,180,8,2,8,0,0
2024-03-01,2024-08-21,173,Economy,247.99,262.88,80.64,180,18,2,8,0,0
2024-03-03,2024-08-21,171,Economy,257.65,234.93,82.38,180,25,2,8,0,0
2024-03-09,2024-08-21,165,Business,847.76,685.12,81.9,40,3,2,8,0,0
2024-03-16,2024-08-21,158,Economy,261.94,194.07,80.12,180,31,2,8,0,0
2024-03-17,2024-08-21,157,Business,914.06,821.58,81.57,40,5,2,8,0,0
2024-03-22,2024-08-21,152,Economy,299.83,308.34,85.29,180,33,2,8,0,0
2024-03-25,2024-08-21,149,Economy,304.3,301.19,85.28,180,42,2,8,0,0
2024-03-27,2024-08-21,147,Business,928.75,755.74,78.48,40,6,2,8,0,0
2024-05-05,2024-08-21,108,Business,1084.35,904.38,81.02,40,8,2,8,0,0
2024-05-27,2024-08-21,86,Business,1038.78,981.03,78.25,40,10,2,8,0,0
2024-06-06,2024-08-21,76,Business,1073.89,1256.85,87.07,40,10,2,8,0,0
2024-06-09,2024-08-21,73,Business,1183.66,1513.0,95.03,40,11,2,8,0,0
2024-06-09,2024-08-21,73,Economy,312.72,337.73,85.99,180,48,2,8,0,0
2024-06-17,2024-08-21,65,Business,1175.5,969.32,85.0,40,11,2,8,0,0
2024-06-24,2024-08-21,58,Business,1134.45,1212.04,84.1,40,13,2,8,0,0
2024-06-27,2024-08-21,55,Economy,395.46,442.31,75.65,180,55,2,8,0,0
2024-07-08,2024-08-21,44,Economy,411.63,346.47,93.15,180,59,2,8,0,0
2024-07-09,2024-08-21,43,Economy,384.83,372.5,83.26,180,67,2,8,0,0
2024-07-28,2024-08-21,24,Business,1463.64,1551.11,86.58,40,18,2,8,0,0
2024-08-08,2024-08-21,13,Business,1391.09,1457.73,82.97,40,22,2,8,0,0
2024-08-09,2024-08-21,12,Economy,441.86,442.12,82.65,180,79,2,8,0,0
2024-08-15,2024-08-21,6,Economy,435.07,386.55,82.63,180,86,2,8,0,0
2024-02-27,2024-08-22,177,Business,748.1,830.38,84.79,40,2,3,8,0,0
2024-02-27,2024-08-22,177,Economy,268.65,262.85,81.75,180,11,3,8,0,0
2024-02-29,2024-08-22,175,Economy,264.94,276.9,83.46,180,12,3,8,0,0
2024-03-03,2024-08-22,172,Business,844.69,725.01,70.92,40,3,3,8,0,0
2024-03-03,2024-08-22,172,Economy,244.23,197.33,91.9,180,12,3,8,0,0
2024-03-04,2024-08-22,171,Economy,246.58,166.86,84.58,180,17,3,8,0,0
2024-03-19,2024-08-22,156,Business,879.63,951.95,84.7,40,5,3,8,0,0
2024-03-19,2024-08-22,156,Economy,266.48,265.91,83.2,180,26,3,8,0,0
2024-03-25,2024-08-22,150,Economy,306.07,272.7,85.75,180,34,3,8,0,0
2024-03-28,2024-08-22,147,Economy,300.68,290.67,80.63,180,22,3,8,0,0
2024-04-05,2024-08-22,139,Business,900.18,1004.56,76.78,40,7,3,8,0,0
2024-04-12,2024-08-22,132,Economy,270.91,275.54,76.72,180,22,3,8,0,0
2024-04-12,2024-08-22,132,Economy,301.21,249.0,92.0,180,28,3,8,0,0
2024-04-14,2024-08-22,130,Economy,312.21,314.88,83.53,180,42,3,8,0,0
2024-04-15,2024-08-22,129,Economy,293.75,279.85,86.62,180,37,3,8,0,0
2024-04-16,2024-08-22,128,Economy,308.51,301.28,81.91,180,43,3,8,0,0
2024-04-26,2024-08-22,118,Economy,304.34,252.36,76.59,180,52,3,8,0,0
2024-05-01,2024-08-22,113,Economy,304.23,254.06,73.76,180,57,3,8,0,0
2024-05-02,2024-08-22,112,Economy,320.24,358.76,86.75,180,64,3,8,0,0
2024-05-03,2024-08-22,111,Economy,334.05,431.78,75.65,180,32,3,8,0,0
2024-05-04,2024-08-22,110,Economy,323.7,344.05,73.06,180,39,3,8,0,0
2024-05-05,2024-08-22,109,Economy,328.62,297.47,81.61,180,73,3,8,0,0
2024-05-12,2024-08-22,102,Economy,368.85,377.86,81.9,180,79,3,8,0,0
2024-05-16,2024-08-22,98,Business,1078.37,1460.33,87.81,40,12,3,8,0,0
2024-05-17,2024-08-22,97,Business,1134.17,848.17,78.12,40,12,3,8,0,0
2024-05-17,2024-08-22,97,Economy,320.36,343.23,79.27,180,60,3,8,0,0
2024-05-26,2024-08-22,88,Business,1125.21,894.88,84.45,40,14,3,8,0,0
2024-05-28,2024-08-22,86,Economy,402.72,409.05,87.3,180,66,3,8,0,0
2024-05-29,2024-08-22,85,Economy,362.82,424.85,80.21,180,48,3,8,0,0
2024-06-04,2024-08-22,79,Business,1178.79,1001.12,90.78,40,16,3,8,0,0
2024-06-08,2024-08-22,75,Economy,343.7,360.63,78.03,180,59,3,8,0,0
2024-06-20,2024-08-22,63,Economy,431.86,461.53,84.5,180,65,3,8,0,0
2024-06-20,2024-08-22,63,Economy,412.25,503.86,78.15,180,84,3,8,0,0
2024-07-02,2024-08-22,51,Business,1297.95,1204.2,80.58,40,17,3,8,0,0
2024-07-10,2024-08-22,43,Economy,398.02,304.03,80.13,180,71,3,8,0,0
2024-07-10,2024-08-22,43,Economy,364.31,276.71,84.83,180,72,3,8,0,0
2024-07-11,2024-08-22,42,Business,1359.83,1103.28,82.49,40,19,3,8,0,0
2024-07-15,2024-08-22,38,Economy,394.53,415.95,79.42,180,80,3,8,0,0
2024-07-27,2024-08-22,26,Economy,437.44,528.78,85.72,180,91,3,8,0,0
2024-07-31,2024-08-22,22,Economy,417.39,343.56,78.64,180,103,3,8,0,0
2024-07-31,2024-08-22,22,Economy,444.67,495.19,86.22,180,84,3,8,0,0
2024-08-04,2024-08-22,18,Economy,399.81,449.4,88.7,180,98,3,8,0,0
2024-08-05,2024-08-22,17,Business,1275.82,1384.5,76.45,40,23,3,8,0,0
2024-08-05,2024-08-22,17,Economy,445.65,397.07,82.87,180,94,3,8,0,0
2024-08-08,2024-08-22,14,Economy,409.66,388.53,85.29,180,104,3,8,0,0
2024-08-11,2024-08-22,11,Business,1417.8,1511.32,77.14,40,26,3,8,0,0
2024-08-16,2024-08-22,6,Economy,442.83,453.09,82.56,180,115,3,8,0,0
2024-08-19,2024-08-22,3,Economy,418.21,499.31,83.23,180,118,3,8,0,0
2024-02-28,2024-08-23,177,Business,890.91,759.55,95.96,40,1,4,8,0,0
2024-03-03,2024-08-23,173,Business,811.89,713.29,84.78,40,3,4,8,0,0
2024-03-17,2024-08-23,159,Business,939.52,1035.43,89.79,40,5,4,8,0,0
2024-04-03,2024-08-23,142,Economy,297.39,218.48,79.41,180,3,4,8,0,0
2024-04-10,2024-08-23,135,Economy,304.31,303.65,78.7,180,8,4,8,0,0
2024-04-25,2024-08-23,120,Economy,311.9,236.78,86.69,180,18,4,8,0,0
2024-04-26,2024-08-23,119,Economy,306.75,277.75,86.56,180,23,4,8,0,0
2024-05-03,2024-08-23,112,Business,1035.84,1095.93,85.07,40,8,4,8,0,0
2024-05-04,2024-08-23,111,Business,1083.23,1048.0,83.18,40,9,4,8,0,0
2024-05-13,2024-08-23,102,Business,1138.7,1086.03,96.93,40,12,4,8,0,0
2024-05-16,2024-08-23,99,Business,1125.81,954.95,82.03,40,12,4,8,0,0
2024-05-23,2024-08-23,92,Economy,325.78,326.36,88.12,180,29,4,8,0,0
2024-06-02,2024-08-23,82,Economy,321.01,264.14,82.46,180,40,4,8,0,0
2024-06-03,2024-08-23,81,Economy,362.16,394.78,73.33,180,53,4,8,0,0
2024-06-07,2024-08-23,77,Business,1118.74,1186.18,84.36,40,15,4,8,0,0
2024-06-17,2024-08-23,67,Economy,392.31,341.45,77.68,180,61,4,8,0,0
2024-06-18,2024-08-23,66,Business,1271.86,1316.07,83.0,40,16,4,8,0,0
2024-06-29,2024-08-23,55,Economy,430.75,458.4,85.48,180,71,4,8,0,0
2024-07-01,2024-08-23,53,Business,1349.06,1273.09,80.87,40,19,4,8,0,0
2024-07-10,2024-08-23,44,Economy,410.85,419.93,82.38,180,81,4,8,0,0
2024-07-15,2024-08-23,39,Economy,367.65,399.9,87.01,180,94,4,8,0,0
2024-08-08,2024-08-23,15,Business,1430.07,1404.68,87.29,40,19,4,8,0,0
2024-08-09,2024-08-23,14,Business,1408.42,1577.49,85.79,40,22,4,8,0,0
2024-08-22,2024-08-23,1,Economy,437.74,405.75,85.15,180,106,4,8,0,0
2024-02-26,2024-08-24,180,Economy,235.3,250.84,79.69,180,15,5,8,1,0
2024-03-26,2024-08-24,151,First,2524.26,1475.39,82.69,12,1,5,8,1,0
2024-03-29,2024-08-24,148,Business,900.23,801.65,76.51,40,1,5,8,1,0
2024-04-01,2024-08-24,145,First,2680.94,2618.26,75.02,12,2,5,8,1,0
2024-04-07,2024-08-24,139,Economy,310.0,309.79,88.1,180,24,5,8,1,0
2024-04-09,2024-08-24,137,First,2852.85,2742.72,72.37,12,2,5,8,1,0
2024-04-09,2024-08-24,137,Business,936.2,891.39,82.28,40,3,5,8,1,0
2024-04-13,2024-08-24,133,Economy,276.81,278.24,80.65,180,34,5,8,1,0
2024-04-17,2024-08-24,129,Economy,293.98,323.03,81.16,180,38,5,8,1,0
2024-04-23,2024-08-24,123,First,2880.78,2956.87,78.11,12,4,5,8,1,0
2024-04-27,2024-08-24,119,Economy,292.25,261.88,83.19,180,46,5,8,1,0
2024-05-02,2024-08-24,114,First,2666.14,2639.11,76.01,12,7,5,8,1,0
2024-05-15,2024-08-24,101,First,2909.58,2895.82,83.96,12,8,5,8,1,0
2024-05-27,2024-08-24,89,Economy,360.13,370.76,85.8,180,54,5,8,1,0
2024-05-29,2024-08-24,87,Economy,398.89,316.62,82.19,180,61,5,8,1,0
2024-06-08,2024-08-24,77,First,3456.28,3487.58,76.17,12,9,5,8,1,0
2024-06-09,2024-08-24,76,Economy,374.86,381.95,84.06,180,71,5,8,1,0
2024-06-09,2024-08-24,76,Business,1204.74,1170.25,79.35,40,7,5,8,1,0
2024-06-14,2024-08-24,71,First,3349.0,3452.71,84.92,12,9,5,8,1,0
2024-06-25,2024-08-24,60,Business,1279.93,797.22,80.84,40,7,5,8,1,0
2024-06-27,2024-08-24,58,Business,1234.09,1344.82,78.17,40,9,5,8,1,0
2024-06-30,2024-08-24,55,Economy,386.69,469.96,85.36,180,76,5,8,1,0
2024-07-03,2024-08-24,52,Economy,388.5,356.71,82.35,180,79,5,8,1,0
2024-07-07,2024-08-24,48,Business,1398.76,1672.48,86.64,40,12,5,8,1,0
2024-07-11,2024-08-24,44,First,3606.23,3404.68,87.96,12,10,5,8,1,0
2024-07-21,2024-08-24,34,First,3320.87,3202.46,89.02,12,10,5,8,1,0
2024-07-31,2024-08-24,24,Business,1268.67,1099.97,82.53,40,14,5,8,1,0
2024-08-02,2024-08-24,22,Business,1284.55,1578.5,76.06,40,21,5,8,1,0
2024-08-03,2024-08-24,21,First,3495.87,3645.23,79.42,12,10,5,8,1,0
2024-08-06,2024-08-24,18,Business,1409.55,1334.33,83.43,40,27,5,8,1,0
2024-08-09,2024-08-24,15,Business,1392.18,1511.96,80.27,40,29,5,8,1,0
2024-08-12,2024-08-24,12,Economy,412.65,438.49,80.21,180,90,5,8,1,0
2024-08-14,2024-08-24,10,Business,1333.57,1510.84,82.76,40,31,5,8,1,0
2024-08-17,2024-08-24,7,Economy,474.2,406.76,78.33,180,102,5,8,1,0
2024-08-21,2024-08-24,3,Business,1390.01,1547.35,81.25,40,31,5,8,1,0
2024-08-23,2024-08-24,1,First,4162.47,3368.96,81.81,12,10,5,8,1,0
2024-02-29,2024-08-26,179,Business,787.07,818.09,74.78,40,0,0,8,0,0
2024-03-07,2024-08-26,172,Economy,248.59,299.5,84.28,180,5,0,8,0,0
2024-03-10,2024-08-26,169,Business,866.11,937.98,87.56,40,1,0,8,0,0
2024-03-11,2024-08-26,168,Business,877.68,958.0,86.5,40,2,0,8,0,0
2024-03-14,2024-08-26,165,Business,865.73,882.76,84.37,40,5,0,8,0,0
2024-03-16,2024-08-26,163,Business,864.7,1039.73,83.11,40,7,0,8,0,0
2024-03-18,2024-08-26,161,Business,812.76,967.61,78.76,40,4,0,8,0,0
2024-03-21,2024-08-26,158,Business,861.45,680.15,74.71,40,8,0,8,0,0
2024-03-24,2024-08-26,155,Business,877.5,800.35,83.58,40,10,0,8,0,0
2024-03-29,2024-08-26,150,Business,826.68,713.4,75.92,40,13,0,8,0,0
2024-04-03,2024-08-26,145,Business,942.03,641.0,76.79,40,6,0,8,0,0
2024-04-27,2024-08-26,121,Business,1055.57,1211.92,84.07,40,15,0,8,0,0
2024-04-28,2024-08-26,120,Business,1015.68,1188.15,84.47,40,6,0,8,0,0
2024-04-29,2024-08-26,119,Economy,308.14,404.0,78.86,180,8,0,8,0,0
2024-05-11,2024-08-26,107,Business,1006.76,1147.07,84.89,40,8,0,8,0,0
2024-05-13,2024-08-26,105,Business,1082.1,1150.62,88.49,40,10,0,8,0,0
2024-05-16,2024-08-26,102,Economy,309.53,374.27,83.08,180,17,0,8,0,0
2024-05-20,2024-08-26,98,Business,1115.98,1329.54,78.37,40,17,0,8,0,0
2024-05-21,2024-08-26,97,Business,993.6,823.76,79.72,40,13,0,8,0,0
2024-05-21,2024-08-26,97,Economy,343.08,412.2,82.4,180,30,0,8,0,0
2024-05-28,2024-08-26,90,Economy,333.62,345.24,85.14,180,44,0,8,0,0
2024-05-29,2024-08-26,89,Business,1016.92,1236.07,85.35,40,20,0,8,0,0
2024-06-08,2024-08-26,79,Business,1118.11,863.97,77.65,40,16,0,8,0,0
2024-06-26,2024-08-26,61,Business,1212.26,898.76,83.79,40,24,0,8,0,0
2024-06-28,2024-08-26,59,Economy,389.41,312.53,84.12,180,50,0,8,0,0
2024-07-06,2024-08-26,51,Economy,408.63,443.01,80.08,180,52,0,8,0,0
2024-07-08,2024-08-26,49,Economy,396.91,366.85,80.94,180,63,0,8,0,0
2024-07-10,2024-08-26,47,Business,1307.26,1333.74,82.01,40,26,0,8,0,0
2024-07-24,2024-08-26,33,Economy,421.0,549.58,83.81,180,74,0,8,0,0
2024-07-26,2024-08-26,31,Business,1310.32,1454.4,80.0,40,27,0,8,0,0
2024-07-29,2024-08-26,28,Economy,412.55,432.91,81.9,180,82,0,8,0,0
2024-07-30,2024-08-26,27,Business,1353.1,1213.13,85.52,40,21,0,8,0,0
2024-08-02,2024-08-26,24,Business,1272.29,1305.58,85.54,40,24,0,8,0,0
2024-08-04,2024-08-26,22,Economy,420.64,414.04,83.49,180,92,0,8,0,0
2024-08-08,2024-08-26,18,Economy,451.78,449.24,89.16,180,104,0,8,0,0
2024-08-23,2024-08-26,3,Business,1557.09,1780.13,75.23,40,25,0,8,0,0
2024-03-02,2024-08-27,178,Economy,256.88,285.99,84.55,180,7,1,8,0,0
2024-03-10,2024-08-27,170,Economy,244.02,210.76,78.48,180,15,1,8,0,0
2024-03-21,2024-08-27,159,Economy,288.96,265.63,87.65,180,24,1,8,0,0
2024-04-01,2024-08-27,148,Economy,289.5,193.89,88.67,180,33,1,8,0,0
2024-04-03,2024-08-27,146,Economy,262.37,282.95,88.54,180,38,1,8,0,0
2024-05-01,2024-08-27,118,Economy,342.59,308.02,79.28,180,46,1,8,0,0
2024-05-13,2024-08-27,106,Economy,327.35,329.73,75.38,180,51,1,8,0,0
2024-06-30,2024-08-27,58,Economy,385.57,414.44,81.79,180,59,1,8,0,0
2024-07-19,2024-08-27,39,Economy,379.28,202.3,77.86,180,72,1,8,0,0
2024-08-01,2024-08-27,26,Economy,415.16,528.91,85.77,180,74,1,8,0,0
2024-08-05,2024-08-27,22,Economy,390.7,488.22,81.9,180,90,1,8,0,0
2024-08-14,2024-08-27,13,Economy,445.66,270.73,77.05,180,98,1,8,0,0
2024-03-13,2024-08-29,169,Economy,251.04,189.31,78.57,180,6,3,8,0,0
2024-03-16,2024-08-29,166,Economy,265.26,240.96,88.31,180,6,3,8,0,0
2024-03-20,2024-08-29,162,Economy,281.61,270.03,89.03,180,10,3,8,0,0
2024-03-30,2024-08-29,152,Economy,254.27,240.79,87.0,180,16,3,8,0,0
2024-04-04,2024-08-29,147,Economy,284.98,287.5,86.64,180,15,3,8,0,0
2024-04-05,2024-08-29,146,Economy,284.74,288.18,86.51,180,22,3,8,0,0
2024-04-24,2024-08-29,127,Economy,311.88,328.36,87.04,180,26,3,8,0,0
2024-04-25,2024-08-29,126,Economy,294.76,440.91,79.37,180,27,3,8,0,0
2024-04-30,2024-08-29,121,Economy,315.13,258.04,87.13,180,39,3,8,0,0
2024-05-03,2024-08-29,118,Economy,342.45,370.42,87.5,180,53,3,8,0,0
2024-05-23,2024-08-29,98,Economy,336.88,315.86,82.1,180,32,3,8,0,0
2024-05-23,2024-08-29,98,Economy,334.21,258.29,87.47,180,57,3,8,0,0
2024-06-18,2024-08-29,72,Economy,389.15,449.23,82.11,180,43,3,8,0,0
2024-06-26,2024-08-29,64,Economy,384.61,403.39,85.93,180,61,3,8,0,0
2024-07-02,2024-08-29,58,Economy,387.42,410.77,88.44,180,70,3,8,0,0
2024-07-09,2024-08-29,51,Economy,373.78,336.2,84.18,180,53,3,8,0,0
2024-07-11,2024-08-29,49,Economy,417.87,381.85,85.36,180,76,3,8,0,0
2024-07-13,2024-08-29,47,Economy,402.26,382.52,83.21,180,65,3,8,0,0
2024-07-14,2024-08-29,46,Economy,418.55,385.16,71.01,180,71,3,8,0,0
2024-07-21,2024-08-29,39,Economy,393.25,478.54,88.73,180,83,3,8,0,0
2024-08-02,2024-08-29,27,Economy,457.16,497.1,91.94,180,88,3,8,0,0
2024-08-07,2024-08-29,22,Economy,405.93,444.0,76.91,180,99,3,8,0,0
2024-08-20,2024-08-29,9,Economy,453.69,427.15,82.46,180,96,3,8,0,0
2024-08-28,2024-08-29,1,Economy,477.34,439.29,83.32,180,111,3,8,0,0
2024-03-12,2024-08-30,171,Economy,265.17,222.22,87.54,180,8,4,8,0,0
2024-03-13,2024-08-30,170,Economy,262.42,265.59,78.6,180,7,4,8,0,0
2024-03-26,2024-08-30,157,Economy,273.38,292.57,84.34,180,17,4,8,0,0
2024-03-29,2024-08-30,154,Economy,271.37,214.73,68.27,180,29,4,8,0,0
2024-04-11,2024-08-30,141,Economy,279.04,327.18,90.23,180,19,4,8,0,0
2024-04-12,2024-08-30,140,Economy,303.85,343.07,81.62,180,38,4,8,0,0
2024-04-20,2024-08-30,132,Economy,309.75,363.86,78.08,180,27,4,8,0,0
2024-05-14,2024-08-30,108,Economy,334.36,306.41,69.72,180,44,4,8,0,0
2024-05-14,2024-08-30,108,Economy,349.14,415.35,84.89,180,34,4,8,0,0
2024-05-17,2024-08-30,105,Economy,347.66,270.75,83.52,180,52,4,8,0,0
2024-06-10,2024-08-30,81,Economy,370.99,365.27,83.06,180,57,4,8,0,0
2024-06-14,2024-08-30,77,Economy,333.41,227.77,86.37,180,40,4,8,0,0
2024-07-03,2024-08-30,58,Economy,379.6,353.63,77.48,180,67,4,8,0,0
2024-07-06,2024-08-30,55,Economy,410.31,441.65,83.93,180,80,4,8,0,0
2024-07-11,2024-08-30,50,Economy,375.91,433.41,81.48,180,54,4,8,0,0
2024-07-18,2024-08-30,43,Economy,393.42,379.43,76.45,180,90,4,8,0,0
2024-07-23,2024-08-30,38,Economy,414.23,464.07,82.75,180,64,4,8,0,0
2024-08-01,2024-08-30,29,Economy,429.18,370.22,84.94,180,99,4,8,0,0
2024-08-02,2024-08-30,28,Economy,388.76,419.87,84.5,180,111,4,8,0,0
2024-08-19,2024-08-30,11,Economy,458.71,394.14,84.0,180,77,4,8,0,0
2024-08-22,2024-08-30,8,Economy,410.95,408.72,81.34,180,98,4,8,0,0
2024-08-25,2024-08-30,5,Economy,393.7,333.09,76.02,180,124,4,8,0,0
2024-08-27,2024-08-30,3,Economy,447.05,383.42,83.44,180,134,4,8,0,0
2024-08-29,2024-08-30,1,Economy,467.52,441.9,84.9,180,147,4,8,0,0
2024-03-18,2024-09-01,167,Economy,271.04,265.5,79.3,180,8,6,9,1,0
2024-03-23,2024-09-01,162,Economy,291.82,293.65,73.32,180,16,6,9,1,0
2024-03-27,2024-09-01,158,Economy,274.89,313.74,74.32,180,27,6,9,1,0
2024-04-12,2024-09-01,142,Economy,302.74,302.48,76.75,180,40,6,9,1,0
2024-04-28,2024-09-01,126,Economy,309.25,359.14,80.2,180,52,6,9,1,0
2024-05-24,2024-09-01,100,Economy,343.09,285.13,68.16,180,55,6,9,1,0
2024-05-25,2024-09-01,99,Economy,326.51,204.0,77.69,180,66,6,9,1,0
2024-07-15,2024-09-01,48,Economy,380.41,205.18,78.82,180,74,6,9,1,0
